site_id,survey_date,pit_tag_id,capture_life_stage,capture_animal_state
72808,2015-06-12,900043000108321,adult,healthy
72808,2015-06-12,900043000108315,adult,healthy
72808,2015-06-12,62613866,adult,healthy
72808,2015-06-12,900043000108101,adult,healthy
72808,2015-06-12,900043000108103,adult,healthy
72808,2015-06-12,900043000108126,adult,healthy
72808,2015-06-12,900043000108136,adult,healthy
72808,2015-06-12,900043000108139,adult,healthy
72808,2015-06-12,900043000108150,adult,healthy
72808,2015-06-12,900043000108162,adult,healthy
72808,2015-06-12,900043000108165,adult,healthy
72808,2015-06-12,900043000108166,adult,healthy
72808,2015-06-12,900043000108167,adult,healthy
72808,2015-06-12,900043000108173,adult,healthy
72808,2015-06-12,900043000108175,adult,healthy
72808,2015-06-12,900043000108176,adult,healthy
72808,2015-06-12,900043000108179,adult,healthy
72808,2015-06-12,900043000108188,adult,healthy
72808,2015-06-12,900043000108193,adult,healthy
72808,2015-06-12,900043000108197,adult,healthy
72808,2015-06-12,900043000108199,adult,healthy
72808,2015-06-12,900043000108200,adult,healthy
72808,2015-06-12,900043000108303,adult,healthy
72336,2015-06-12,900043000108304,adult,healthy
72808,2015-06-12,900043000108305,adult,healthy
72808,2015-06-12,900043000108324,adult,healthy
72808,2015-06-12,900043000108325,adult,healthy
72808,2015-06-12,900043000108331,adult,healthy
72808,2015-06-12,900043000108333,adult,healthy
72808,2015-06-12,900043000108334,adult,healthy
72808,2015-06-12,900043000108335,adult,healthy
72808,2015-06-12,900043000108337,adult,healthy
72808,2015-06-12,900043000108338,adult,healthy
72808,2015-06-12,900043000108339,adult,healthy
72336,2015-06-12,900043000108341,adult,healthy
72808,2015-06-12,900043000108342,adult,healthy
72808,2015-06-12,900043000108344,adult,healthy
72808,2015-06-12,900043000108345,adult,healthy
72808,2015-06-12,900043000108346,adult,healthy
72808,2015-06-12,900043000108348,adult,healthy
72808,2015-06-12,900043000108350,adult,healthy
72808,2015-06-12,900043000108352,adult,healthy
72808,2015-06-12,900043000108355,adult,healthy
72808,2015-06-12,900043000108360,adult,healthy
72808,2015-06-12,900043000108362,adult,healthy
72808,2015-06-12,900043000108363,adult,healthy
72808,2015-06-12,900043000108367,adult,healthy
72808,2015-06-12,900043000108368,adult,healthy
72808,2015-06-12,900043000108370,adult,healthy
72808,2015-06-12,900043000108374,adult,healthy
