site_id,survey_date,pit_tag_id,capture_life_stage,capture_animal_state
72808,2015-06-12,900043000108382,adult,healthy
72808,2015-06-12,900043000108387,adult,healthy
72808,2015-06-12,900043000108388,adult,healthy
72808,2015-06-12,900043000108389,adult,healthy
72808,2015-07-05,900043000108370,adult,healthy
72808,2015-07-05,900043000108175,adult,healthy
72808,2015-07-05,80053879,adult,healthy
72808,2015-07-05,98375358,adult,healthy
72808,2015-07-05,99078591,adult,healthy
72808,2015-07-05,80582096,adult,healthy
72808,2015-07-05,900043000108126,adult,healthy
72808,2015-07-05,900043000108166,adult,healthy
72808,2015-07-05,900043000108178,adult,healthy
72808,2015-07-05,900043000108195,adult,healthy
72808,2015-07-05,900043000108209,adult,healthy
72808,2015-07-05,900043000108213,adult,healthy
72808,2015-07-05,900043000108218,adult,healthy
72808,2015-07-05,900043000108221,adult,healthy
72808,2015-07-05,900043000108227,adult,healthy
72808,2015-07-05,900043000108232,adult,healthy
72808,2015-07-05,900043000108234,adult,healthy
72808,2015-07-05,900043000108236,adult,healthy
72808,2015-07-05,900043000108251,adult,healthy
72808,2015-07-05,900043000108253,adult,healthy
72808,2015-07-05,900043000108279,adult,healthy
72808,2015-07-05,900043000108293,adult,healthy
72808,2015-07-05,900043000108296,adult,healthy
72808,2015-07-05,900043000108297,adult,healthy
72808,2015-07-05,900043000108302,adult,healthy
72808,2015-07-05,900043000108308,adult,healthy
72808,2015-07-05,900043000108318,adult,healthy
72808,2015-07-05,900043000108319,adult,healthy
72808,2015-07-05,900043000108345,adult,healthy
72808,2015-07-05,900043000108347,adult,healthy
72808,2015-07-05,900043000108356,adult,healthy
72808,2015-07-05,900043000108376,adult,healthy
72808,2015-07-05,900043000108378,adult,healthy
72808,2015-07-05,900043000108380,adult,healthy
72808,2015-07-05,900043000108384,adult,healthy
72808,2015-07-05,900043000108390,adult,healthy
72808,2015-07-05,900043000108395,adult,healthy
72808,2015-07-05,98587549,adult,healthy
72808,2015-07-05,98850290,adult,healthy
72808,2015-07-05,98869533,adult,healthy
72808,2015-07-06,80051257,adult,healthy
72808,2015-07-06,900043000108135,adult,healthy
72808,2015-07-06,900043000108173,adult,healthy
72808,2015-07-06,900043000108179,adult,healthy
72808,2015-07-06,900043000108200,adult,healthy
72808,2015-07-06,900043000108210,adult,healthy
72808,2015-07-06,900043000108220,adult,healthy
72808,2015-07-06,900043000108227,adult,healthy
72808,2015-07-06,900043000108233,adult,healthy
72808,2015-07-06,900043000108234,adult,healthy
72808,2015-07-06,900043000108244,adult,healthy
72808,2015-07-06,900043000108249,adult,healthy
72808,2015-07-06,900043000108250,adult,healthy
72808,2015-07-06,900043000108265,adult,healthy
72808,2015-07-06,900043000108281,adult,healthy
72808,2015-07-06,900043000108301,adult,healthy
72808,2015-07-06,900043000108307,adult,healthy
72808,2015-07-06,900043000108314,adult,healthy
72808,2015-07-06,900043000108316,adult,healthy
72808,2015-07-06,900043000108317,adult,healthy
72808,2015-07-06,900043000108320,adult,healthy
72808,2015-07-06,900043000108322,adult,healthy
72808,2015-07-06,900043000108323,adult,healthy
72808,2015-07-06,900043000108328,adult,healthy
72808,2015-07-06,900043000108336,adult,healthy
72808,2015-07-06,900043000108357,adult,healthy
72808,2015-07-06,900043000108366,adult,healthy
72808,2015-07-06,900043000108376,adult,healthy
72808,2015-07-06,900043000108381,adult,healthy
72808,2015-07-06,900043000108383,adult,healthy
72808,2015-07-06,900043000108384,adult,healthy
72808,2015-07-06,900043000108388,adult,healthy
72808,2015-07-06,900043000108391,adult,healthy
72808,2015-07-06,900043000108393,adult,healthy
72808,2015-07-06,900043000108397,adult,healthy
72808,2015-07-06,900043000108400,adult,healthy
72808,2015-07-06,98375358,adult,healthy
72808,2015-07-06,900118001029269,adult,healthy
72808,2015-07-06,98006781,adult,healthy
72808,2015-07-06,99069319,adult,healthy
72808,2015-07-07,80047328,adult,healthy
72808,2015-07-07,80047847,adult,healthy
72808,2015-07-07,80051257,adult,healthy
72808,2015-07-07,80055271,adult,healthy
72808,2015-07-07,80581000,adult,healthy
72808,2015-07-07,900043000108116,adult,healthy
72808,2015-07-07,900043000108119,adult,healthy
72808,2015-07-07,900043000108129,adult,healthy
72808,2015-07-07,900043000108162,adult,healthy
72808,2015-07-07,900043000108232,adult,healthy
72808,2015-07-07,900043000108240,adult,healthy
72808,2015-07-07,900043000108254,adult,healthy
72808,2015-07-07,900043000108259,adult,healthy
72808,2015-07-07,900043000108288,adult,healthy
72808,2015-07-07,900043000108295,adult,healthy
72808,2015-07-07,900043000108296,adult,healthy
72808,2015-07-07,900043000108299,adult,healthy
72808,2015-07-07,900043000108313,adult,healthy
72808,2015-07-07,900043000108317,adult,healthy
72808,2015-07-07,900043000108327,adult,healthy
72808,2015-07-07,900043000108329,adult,healthy
72808,2015-07-07,900043000108330,adult,healthy
72808,2015-07-07,900043000108332,adult,healthy
72808,2015-07-07,900043000108333,adult,healthy
72808,2015-07-07,900043000108340,adult,healthy
72808,2015-07-07,900043000108343,adult,healthy
72808,2015-07-07,900043000108358,adult,healthy
72808,2015-07-07,900043000108361,adult,healthy
72808,2015-07-07,900043000108362,adult,healthy
72808,2015-07-07,900043000108375,adult,healthy
72808,2015-07-07,900043000108377,adult,healthy
72808,2015-07-07,900043000108384,adult,healthy
72808,2015-07-07,900043000108385,adult,healthy
72808,2015-07-07,900043000108386,adult,healthy
72808,2015-07-07,900043000108394,adult,healthy
72808,2015-07-07,900043000108399,adult,healthy
72808,2015-07-07,92779874,adult,healthy
72808,2015-07-07,92792595,adult,healthy
72808,2015-07-07,99090527,adult,healthy
72808,2015-08-13,900067000063984,adult,healthy
72336,2015-08-13,982000365440255,adult,healthy
72808,2015-08-13,80047859,adult,healthy
72808,2015-08-13,80051257,adult,healthy
72808,2015-08-13,80055271,adult,healthy
72808,2015-08-13,80066785,adult,healthy
72808,2015-08-13,900043000104406,adult,healthy
72808,2015-08-13,900043000104413,adult,healthy
72336,2015-08-13,900043000104430,adult,healthy
72336,2015-08-13,900043000104463,adult,healthy
72808,2015-08-13,900043000108104,adult,healthy
72808,2015-08-13,900043000108129,adult,healthy
72336,2015-08-13,900043000108136,adult,healthy
72808,2015-08-13,900043000108162,adult,healthy
72336,2015-08-13,900043000108200,adult,healthy
72808,2015-08-13,900043000108234,adult,healthy
72808,2015-08-13,900043000108240,adult,healthy
72808,2015-08-13,900043000108259,adult,healthy
72808,2015-08-13,900043000108307,adult,healthy
72808,2015-08-13,900043000108309,adult,healthy
72808,2015-08-13,900043000108317,adult,healthy
72808,2015-08-13,900043000108318,adult,healthy
72808,2015-08-13,900043000108343,adult,healthy
72808,2015-08-13,900043000108354,adult,healthy
72808,2015-08-13,900043000108357,adult,healthy
72808,2015-08-13,900043000108375,adult,healthy
72336,2015-08-13,900043000108395,adult,healthy
72808,2015-08-13,900067000063909,adult,healthy
72808,2015-08-13,900067000063923,adult,healthy
72808,2015-08-13,900067000063927,adult,healthy
72808,2015-08-13,900067000063964,adult,healthy
72808,2015-08-13,900067000063965,adult,healthy
72808,2015-08-13,900067000063973,adult,healthy
72808,2015-08-13,900067000063976,adult,healthy
72808,2015-08-13,900067000063992,adult,healthy
72808,2015-08-13,900067000063994,adult,healthy
72336,2015-08-13,982000365440162,adult,healthy
72336,2015-08-13,982000365440166,adult,healthy
72336,2015-08-13,982000365440167,adult,healthy
72808,2015-08-13,982000365440168,adult,healthy
72336,2015-08-13,982000365440170,adult,healthy
72336,2015-08-13,982000365440171,adult,healthy
72808,2015-08-13,982000365440173,adult,healthy
72808,2015-08-13,982000365440176,adult,healthy
72808,2015-08-13,982000365440180,adult,healthy
72808,2015-08-13,982000365440188,adult,healthy
72808,2015-08-13,982000365440207,adult,healthy
72336,2015-08-13,982000365440209,adult,healthy
72808,2015-08-13,982000365440216,adult,healthy
72808,2015-08-13,982000365440219,adult,healthy
72808,2015-08-13,982000365440228,adult,healthy
72808,2015-08-13,982000365440235,adult,healthy
72336,2015-08-13,982000365440246,adult,healthy
72336,2015-08-13,982000365440249,adult,healthy
72336,2015-08-13,982000365440263,adult,healthy
72336,2015-08-13,982000365440267,adult,healthy
72336,2015-08-13,982000365440282,adult,healthy
72808,2015-08-13,982000365440283,adult,healthy
72336,2015-08-13,982000365440292,adult,healthy
72808,2015-08-13,982000365440294,adult,healthy
72808,2015-08-13,982000365440316,adult,healthy
72808,2015-08-13,982000365440317,adult,healthy
72336,2015-08-13,982000365440328,adult,healthy
72808,2015-08-13,982000365440329,adult,healthy
72808,2015-08-13,982000365440339,adult,healthy
72336,2015-08-13,982000365440340,adult,healthy
72336,2015-08-13,982000365440343,adult,healthy
72808,2015-08-13,982000365440344,adult,healthy
72808,2015-08-13,982000365440347,adult,healthy
72808,2015-08-13,982000365440353,adult,healthy
72336,2015-08-13,982000365440359,adult,healthy
72808,2015-08-13,99093544,adult,healthy
72808,2015-08-14,900043000108309,adult,healthy
72808,2015-08-14,900043000108315,adult,healthy
72808,2015-08-14,900043000108318,adult,healthy
72808,2015-08-14,900043000108324,adult,healthy
72336,2015-08-14,900043000108338,adult,healthy
72336,2015-08-14,900043000108341,adult,healthy
72808,2015-08-14,900043000108347,adult,healthy
72808,2015-08-14,900043000108357,adult,healthy
72336,2015-08-14,900043000108360,adult,healthy
72808,2015-08-14,900043000108366,adult,healthy
72336,2015-08-14,900043000108369,adult,healthy
72336,2015-08-14,900043000108395,adult,healthy
72808,2015-08-14,900067000063927,adult,healthy
72808,2015-08-14,900067000063994,adult,healthy
72808,2015-08-14,982000365440177,adult,healthy
72808,2015-08-14,982000365440179,adult,healthy
72808,2015-08-14,982000365440185,adult,healthy
72336,2015-08-14,982000365440206,adult,healthy
72336,2015-08-14,982000365440209,adult,healthy
72808,2015-08-14,982000365440214,adult,healthy
72336,2015-08-14,982000365440218,adult,healthy
72808,2015-08-14,982000365440226,adult,healthy
72336,2015-08-14,982000365440232,adult,healthy
72336,2015-08-14,982000365440233,adult,healthy
72808,2015-08-14,982000365440237,adult,healthy
72808,2015-08-14,982000365440240,adult,healthy
72808,2015-08-14,982000365440241,adult,healthy
72336,2015-08-14,982000365440242,adult,healthy
72808,2015-08-14,982000365440247,adult,healthy
72808,2015-08-14,982000365440248,adult,healthy
72336,2015-08-14,982000365440257,adult,healthy
72336,2015-08-14,982000365440279,adult,healthy
72808,2015-08-14,982000365440283,adult,healthy
72808,2015-08-14,982000365440286,adult,healthy
72336,2015-08-14,982000365440288,adult,healthy
72808,2015-08-14,982000365440290,adult,healthy
72336,2015-08-14,982000365440293,adult,healthy
72808,2015-08-14,982000365440294,adult,healthy
72808,2015-08-14,982000365440297,adult,healthy
72808,2015-08-14,982000365440298,adult,healthy
72336,2015-08-14,982000365440304,adult,healthy
72808,2015-08-14,982000365440305,adult,healthy
72808,2015-08-14,982000365440307,adult,healthy
72808,2015-08-14,982000365440311,adult,healthy
72808,2015-08-14,982000365440312,adult,healthy
72808,2015-08-14,99078591,adult,healthy
72808,2015-08-14,982000365440321,adult,healthy
72808,2015-08-14,982000365440333,adult,healthy
72808,2015-08-14,982000365440335,adult,healthy
72808,2015-08-14,982000365440342,adult,healthy
72336,2015-08-14,982000365440343,adult,healthy
72808,2015-08-14,80577892,adult,healthy
72336,2015-08-14,982000365440348,adult,healthy
72808,2015-08-14,982000365440354,adult,healthy
72808,2015-08-14,982000365440356,adult,healthy
72336,2015-08-14,982000365440358,adult,healthy
72808,2015-08-14,982000365440360,adult,healthy
72808,2015-08-14,80053596,adult,healthy
72808,2015-08-14,80378833,adult,healthy
72808,2015-08-14,80581000,adult,healthy
72808,2015-08-14,900043000104411,adult,healthy
72336,2015-08-14,900043000104427,adult,healthy
72336,2015-08-14,900043000104479,adult,healthy
72808,2015-08-14,900043000108101,adult,healthy
72336,2015-08-14,900043000108103,adult,healthy
72808,2015-08-14,900043000108104,adult,healthy
72808,2015-08-14,900043000108119,adult,healthy
72808,2015-08-14,900043000108135,adult,healthy
72808,2015-08-14,900043000108162,adult,healthy
72808,2015-08-14,900043000108181,adult,healthy
72808,2015-08-14,900043000108221,adult,healthy
72808,2015-08-14,900043000108250,adult,healthy
72808,2015-08-14,900043000108265,adult,healthy
72808,2015-08-14,900043000108306,adult,healthy
72808,2015-08-14,900043000108307,adult,healthy
72808,2015-08-14,80047859,adult,healthy
72808,2015-08-15,982000365440313,adult,healthy
72336,2015-08-15,982000365440315,adult,healthy
72336,2015-08-15,982000365440318,adult,healthy
72808,2015-08-15,982000365440321,adult,healthy
72336,2015-08-15,982000365440324,adult,healthy
72808,2015-08-15,982000365440326,adult,healthy
72336,2015-08-15,982000365440328,adult,healthy
72336,2015-08-15,982000365440330,adult,healthy
72336,2015-08-15,982000365440334,adult,healthy
72808,2015-08-15,982000365440337,adult,healthy
72336,2015-08-15,982000365440343,adult,healthy
72336,2015-08-15,982000365440345,adult,healthy
72808,2015-08-15,982000365440346,adult,healthy
72336,2015-08-15,982000365440348,adult,healthy
72336,2015-08-15,982000365440351,adult,healthy
72808,2015-08-15,982000365440354,adult,healthy
72336,2015-08-15,982000365440355,adult,healthy
72808,2015-08-15,98587549,adult,healthy
72336,2015-08-15,982000365440288,adult,healthy
72336,2015-08-15,900043000108397,adult,healthy
72808,2015-08-15,99068565,adult,healthy
72808,2015-08-15,80051257,adult,healthy
72808,2015-08-15,80055271,adult,healthy
72808,2015-08-15,80581000,adult,healthy
72808,2015-08-15,900043000104411,adult,healthy
72336,2015-08-15,900043000104414,adult,healthy
72336,2015-08-15,900043000104427,adult,healthy
72336,2015-08-15,900043000104479,adult,healthy
72808,2015-08-15,900043000108119,adult,healthy
72808,2015-08-15,900043000108120,adult,healthy
72808,2015-08-15,900043000108150,adult,healthy
72336,2015-08-15,900043000108195,adult,healthy
72336,2015-08-15,900043000108200,adult,healthy
72808,2015-08-15,900043000108234,adult,healthy
72808,2015-08-15,900043000108281,adult,healthy
72336,2015-08-15,900043000108293,adult,healthy
72336,2015-08-15,900043000108304,adult,healthy
72808,2015-08-15,900043000108307,adult,healthy
72336,2015-08-15,900043000108308,adult,healthy
72808,2015-08-15,900043000108313,adult,healthy
72808,2015-08-15,900043000108318,adult,healthy
72808,2015-08-15,900043000108321,adult,healthy
72336,2015-08-15,900043000108322,adult,healthy
72336,2015-08-15,900043000108338,adult,healthy
72808,2015-08-15,900043000108340,adult,healthy
72336,2015-08-15,900043000108341,adult,healthy
72336,2015-08-15,900043000108348,adult,healthy
72336,2015-08-15,900043000108355,adult,healthy
72808,2015-08-15,900043000108357,adult,healthy
72336,2015-08-15,900043000108360,adult,healthy
72808,2015-08-15,900043000108361,adult,healthy
72336,2015-08-15,900043000108369,adult,healthy
72808,2015-08-15,900043000108371,adult,healthy
72808,2015-08-15,900043000108375,adult,healthy
72808,2015-08-15,900043000108383,adult,healthy
72808,2015-08-15,900043000108386,adult,healthy
72808,2015-08-15,900043000108398,adult,healthy
72808,2015-08-15,900043000108399,adult,healthy
72808,2015-08-15,900067000063965,adult,healthy
72808,2015-08-15,900067000063992,adult,healthy
72808,2015-08-15,900067000063994,adult,healthy
72808,2015-08-15,92779874,adult,healthy
72336,2015-08-15,92787824,adult,healthy
72336,2015-08-15,982000365440166,adult,healthy
72336,2015-08-15,982000365440184,adult,healthy
72808,2015-08-15,982000365440188,adult,healthy
72808,2015-08-15,982000365440191,adult,healthy
72336,2015-08-15,982000365440194,adult,healthy
72336,2015-08-15,982000365440200,adult,healthy
72336,2015-08-15,982000365440202,adult,healthy
72808,2015-08-15,982000365440204,adult,healthy
72336,2015-08-15,982000365440206,adult,healthy
72808,2015-08-15,982000365440207,adult,healthy
72808,2015-08-15,982000365440219,adult,healthy
72336,2015-08-15,982000365440221,adult,healthy
72808,2015-08-15,982000365440228,adult,healthy
72336,2015-08-15,982000365440233,adult,healthy
72336,2015-08-15,982000365440236,adult,healthy
72336,2015-08-15,982000365440242,adult,healthy
72808,2015-08-15,982000365440247,adult,healthy
72336,2015-08-15,982000365440249,adult,healthy
72336,2015-08-15,982000365440250,adult,healthy
72336,2015-08-15,982000365440263,adult,healthy
72336,2015-08-15,982000365440265,adult,healthy
72336,2015-08-15,982000365440270,adult,healthy
72336,2015-08-15,982000365440271,adult,healthy
72808,2015-08-15,982000365440274,adult,healthy
72336,2015-08-15,982000365440279,adult,healthy
72336,2015-08-15,982000365440282,adult,healthy
72336,2015-08-15,982000365440293,adult,healthy
72336,2015-08-15,982000365440296,adult,healthy
72336,2015-08-15,982000365440301,adult,healthy
72336,2015-08-15,982000365440303,adult,healthy
72808,2015-08-15,982000365440306,adult,healthy
72336,2015-08-15,900043000108395,adult,healthy
72808,2015-09-13,900043000108137,adult,healthy
72808,2015-09-13,900043000108176,adult,healthy
72808,2015-09-13,900043000108178,adult,healthy
72336,2015-09-13,900043000108188,adult,healthy
72808,2015-09-13,900043000108324,adult,healthy
72808,2015-09-13,900043000108343,adult,healthy
72808,2015-09-13,900043000108363,adult,healthy
72336,2015-09-13,900043000108369,adult,healthy
72808,2015-09-13,900043000108375,adult,healthy
72808,2015-09-13,900043000108382,adult,healthy
72808,2015-09-13,900043000108388,adult,healthy
72808,2015-09-13,900043000108391,adult,healthy
72808,2015-09-13,900043000108398,adult,healthy
72808,2015-09-13,900067000063964,adult,healthy
72808,2015-09-13,900067000063984,adult,healthy
72808,2015-09-13,900067000063992,adult,healthy
72808,2015-09-13,900067000078000,adult,healthy
72336,2015-09-13,900067000078004,adult,healthy
72336,2015-09-13,900067000078037,adult,healthy
72336,2015-09-13,900067000078053,adult,healthy
72808,2015-09-13,900067000078058,adult,healthy
72336,2015-09-13,900067000078064,adult,healthy
72808,2015-09-13,900067000078085,adult,healthy
72336,2015-09-13,900067000078103,adult,healthy
72808,2015-09-13,900067000078118,adult,healthy
72336,2015-09-13,900067000078171,adult,healthy
72336,2015-09-13,900067000078199,adult,healthy
72808,2015-09-13,900067000078213,adult,healthy
72336,2015-09-13,900067000078220,adult,healthy
72808,2015-09-13,900067000078231,adult,healthy
72336,2015-09-13,900067000078246,adult,healthy
72336,2015-09-13,900067000078259,adult,healthy
72336,2015-09-13,900067000078265,adult,healthy
72808,2015-09-13,900067000078314,adult,healthy
72808,2015-09-13,900067000078320,adult,healthy
72336,2015-09-13,900067000078324,adult,healthy
72336,2015-09-13,900067000078336,adult,healthy
72336,2015-09-13,900067000078341,adult,healthy
72336,2015-09-13,900067000078351,adult,healthy
72808,2015-09-13,900067000078381,adult,healthy
72336,2015-09-13,900067000078386,adult,healthy
72336,2015-09-13,900067000078396,adult,healthy
72336,2015-09-13,900067000078398,adult,healthy
72808,2015-09-13,900067000078402,adult,healthy
72808,2015-09-13,900067000078410,adult,healthy
72808,2015-09-13,900067000078427,adult,healthy
72336,2015-09-13,900067000078442,adult,healthy
72808,2015-09-13,900067000078449,adult,healthy
72336,2015-09-13,900067000078473,adult,healthy
72336,2015-09-13,900067000078486,adult,healthy
72336,2015-09-13,900067000078494,adult,healthy
72336,2015-09-13,982000365440184,adult,healthy
72808,2015-09-13,982000365440204,adult,healthy
72336,2015-09-13,982000365440206,adult,healthy
72808,2015-09-13,982000365440226,adult,healthy
72808,2015-09-13,982000365440248,adult,healthy
72336,2015-09-13,982000365440250,adult,healthy
72336,2015-09-13,982000365440315,adult,healthy
72336,2015-09-13,982000365440318,adult,healthy
72808,2015-09-13,80051257,adult,healthy
72336,2015-09-13,900043000104427,adult,healthy
72336,2015-09-14,900067000078189,adult,healthy
72808,2015-09-14,80047847,adult,dead
72808,2015-09-14,900043000104411,adult,healthy
72336,2015-09-14,900043000108136,adult,healthy
72808,2015-09-14,900043000108143,adult,healthy
72808,2015-09-14,900043000108150,adult,healthy
72336,2015-09-14,900043000108341,adult,healthy
72336,2015-09-14,900043000108342,adult,healthy
72336,2015-09-14,900043000108369,adult,healthy
72808,2015-09-14,900043000108383,adult,healthy
72336,2015-09-14,900043000108396,adult,healthy
72808,2015-09-14,900067000063965,adult,healthy
72808,2015-09-14,900067000063994,adult,healthy
72336,2015-09-14,900067000078008,adult,healthy
72808,2015-09-14,900067000078085,adult,healthy
72336,2015-09-14,900067000078125,adult,healthy
72336,2015-09-14,900067000078144,adult,healthy
72336,2015-09-14,900067000078171,adult,healthy
72336,2015-09-14,900067000078204,adult,healthy
72336,2015-09-14,900067000078210,adult,healthy
72336,2015-09-14,900067000078246,adult,healthy
72336,2015-09-14,900067000078272,adult,healthy
72808,2015-09-14,900067000078290,adult,healthy
72808,2015-09-14,900067000078293,adult,healthy
72336,2015-09-14,900067000078294,adult,healthy
72808,2015-09-14,900067000078308,adult,healthy
72808,2015-09-14,900067000078333,adult,healthy
72808,2015-09-14,900067000078360,adult,healthy
72808,2015-09-14,900067000078412,adult,healthy
72336,2015-09-14,900067000078414,adult,healthy
72808,2015-09-14,900067000078427,adult,healthy
72336,2015-09-14,91364066,adult,healthy
72336,2015-09-14,982000365440166,adult,healthy
72808,2015-09-14,982000365440168,adult,healthy
72336,2015-09-14,982000365440202,adult,healthy
72336,2015-09-14,982000365440218,adult,healthy
72336,2015-09-14,982000365440250,adult,healthy
72808,2015-09-14,982000365440283,adult,healthy
72336,2015-09-14,982000365440348,adult,healthy
72808,2015-09-14,982000365440360,adult,healthy
72808,2015-09-14,99081294,adult,healthy
72336,2016-07-06,900067000114360,adult,healthy
72336,2016-07-06,900067000114361,adult,healthy
72808,2016-07-06,900067000114362,adult,healthy
72808,2016-07-06,900067000114363,adult,healthy
72808,2016-07-06,900067000114378,adult,healthy
72808,2016-07-06,900067000114502,adult,healthy
72808,2016-07-06,900067000114587,adult,healthy
72808,2016-07-06,900067000114594,adult,healthy
72808,2016-07-06,900067000114598,adult,healthy
72808,2016-07-06,900067000114601,adult,healthy
72808,2016-07-06,900067000114610,adult,healthy
72808,2016-07-06,900067000114613,adult,healthy
72808,2016-07-06,900067000114615,adult,healthy
72808,2016-07-06,900067000114625,adult,healthy
72808,2016-07-06,900067000114630,adult,healthy
72808,2016-07-06,900067000114635,adult,healthy
72808,2016-07-06,80047859,adult,healthy
72808,2016-07-06,900067000114638,adult,healthy
72808,2016-07-06,900067000114642,adult,healthy
72808,2016-07-06,900067000114658,adult,healthy
72808,2016-07-06,900067000114663,adult,healthy
72808,2016-07-06,900067000114676,adult,healthy
72808,2016-07-06,900067000114686,adult,healthy
72808,2016-07-06,900067000114715,adult,healthy
72808,2016-07-06,900067000114720,adult,healthy
72808,2016-07-06,900067000114738,adult,healthy
72808,2016-07-06,900067000114756,adult,healthy
72808,2016-07-06,900067000114762,adult,healthy
72808,2016-07-06,900067000114774,adult,healthy
72808,2016-07-06,900067000114801,adult,healthy
72808,2016-07-06,900067000114827,adult,healthy
72808,2016-07-06,900067000114840,adult,healthy
72808,2016-07-06,91364066,adult,healthy
72808,2016-07-06,92035340,adult,healthy
72808,2016-07-06,982000365440167,adult,healthy
72808,2016-07-06,982000365440171,adult,healthy
72808,2016-07-06,982000365440184,adult,healthy
72808,2016-07-06,982000365440202,adult,healthy
72336,2016-07-06,982000365440206,adult,healthy
72808,2016-07-06,982000365440221,adult,healthy
72808,2016-07-06,982000365440226,adult,healthy
72808,2016-07-06,982000365440233,adult,healthy
72808,2016-07-06,982000365440250,adult,healthy
72808,2016-07-06,982000365440270,adult,healthy
72336,2016-07-06,982000365440271,adult,healthy
72336,2016-07-06,982000365440279,adult,healthy
72808,2016-07-06,982000365440282,adult,healthy
72808,2016-07-06,982000365440288,adult,healthy
72336,2016-07-06,982000365440292,adult,healthy
72808,2016-07-06,982000365440296,adult,healthy
72336,2016-07-06,982000365440297,adult,healthy
72336,2016-07-06,982000365440318,adult,dead
72808,2016-07-06,982000365440324,adult,healthy
72808,2016-07-06,982000365440328,adult,healthy
72808,2016-07-06,982000365440343,adult,healthy
72808,2016-07-06,982000365440346,adult,healthy
72808,2016-07-06,982000365440347,adult,healthy
72808,2016-07-06,982000365440353,adult,healthy
72336,2016-07-06,982000365440359,adult,healthy
72808,2016-07-06,98850290,adult,healthy
72808,2016-07-06,98869533,adult,healthy
72808,2016-07-06,99069319,adult,healthy
72808,2016-07-06,80057071,adult,healthy
72336,2016-07-06,80530353,adult,healthy
72808,2016-07-06,900043000104411,adult,healthy
72808,2016-07-06,900043000104414,adult,healthy
72808,2016-07-06,900043000108136,adult,healthy
72808,2016-07-06,900043000108148,adult,healthy
72336,2016-07-06,900043000108175,adult,healthy
72808,2016-07-06,900043000108178,adult,healthy
72808,2016-07-06,900043000108179,adult,healthy
72808,2016-07-06,900043000108194,adult,healthy
72808,2016-07-06,900043000108195,adult,healthy
72808,2016-07-06,900043000108200,adult,healthy
72808,2016-07-06,900043000108210,adult,healthy
72808,2016-07-06,900043000108244,adult,healthy
72808,2016-07-06,900043000108301,adult,healthy
72808,2016-07-06,900043000108306,adult,healthy
72808,2016-07-06,900043000108316,adult,healthy
72808,2016-07-06,900043000108318,adult,healthy
72808,2016-07-06,900043000108319,adult,healthy
72808,2016-07-06,900043000108320,adult,healthy
72808,2016-07-06,900043000108322,adult,healthy
72808,2016-07-06,900043000108324,adult,healthy
72808,2016-07-06,900043000108334,adult,healthy
72808,2016-07-06,900043000108335,adult,healthy
72808,2016-07-06,80053596,adult,healthy
72808,2016-07-06,900043000108337,adult,healthy
72808,2016-07-06,900043000108342,adult,healthy
72808,2016-07-06,900043000108344,adult,healthy
72808,2016-07-06,900043000108345,adult,healthy
72808,2016-07-06,900043000108349,adult,healthy
72808,2016-07-06,900043000108352,adult,healthy
72808,2016-07-06,900043000108356,adult,healthy
72808,2016-07-06,900043000108381,adult,healthy
72808,2016-07-06,900043000108382,adult,healthy
72808,2016-07-06,900043000108383,adult,healthy
72808,2016-07-06,900043000108384,adult,healthy
72336,2016-07-06,900043000108397,adult,healthy
72808,2016-07-06,900043000108398,adult,healthy
72808,2016-07-06,900043000108400,adult,healthy
72808,2016-07-06,900067000063992,adult,healthy
72808,2016-07-06,900067000078004,adult,healthy
72808,2016-07-06,900067000078053,adult,healthy
72808,2016-07-06,900067000078189,adult,healthy
72808,2016-07-06,900067000078213,adult,healthy
72808,2016-07-06,900067000078231,adult,healthy
72808,2016-07-06,900067000078333,adult,healthy
72808,2016-07-06,900067000078386,adult,healthy
72808,2016-07-06,900067000078396,adult,healthy
72808,2016-07-06,900067000078402,adult,healthy
72808,2016-07-06,900067000114076,adult,healthy
72336,2016-07-06,900067000114281,adult,healthy
72808,2016-07-06,900067000114293,adult,healthy
72808,2016-07-06,900067000114298,adult,healthy
72336,2016-07-06,900067000114304,adult,healthy
72808,2016-07-06,900067000114313,adult,healthy
72808,2016-07-06,900067000114330,adult,healthy
72808,2016-07-06,900067000114337,adult,healthy
72808,2016-07-06,900067000114346,adult,healthy
72336,2016-07-06,900067000114351,adult,healthy
72336,2016-07-06,900067000114356,adult,healthy
72336,2016-07-06,900067000114380,adult,healthy
72808,2016-07-06,900043000108118,adult,healthy
72808,2016-07-06,62539515,adult,healthy
72808,2016-07-06,80045076,adult,healthy
72808,2016-07-07,900067000114672,adult,healthy
72808,2016-07-07,900067000114673,adult,healthy
72808,2016-07-07,900067000114676,adult,healthy
72808,2016-07-07,900067000114679,adult,sick
72808,2016-07-07,900067000114686,adult,healthy
72808,2016-07-07,900067000114704,adult,healthy
72808,2016-07-07,900067000114739,adult,healthy
72808,2016-07-07,900067000114741,adult,healthy
72808,2016-07-07,900067000114742,adult,healthy
72808,2016-07-07,900067000114756,adult,healthy
72808,2016-07-07,900067000114770,adult,healthy
72808,2016-07-07,900067000114774,adult,healthy
72808,2016-07-07,900067000114776,adult,healthy
72336,2016-07-07,900067000114795,adult,healthy
72336,2016-07-07,900067000114797,adult,healthy
72336,2016-07-07,900067000114800,adult,healthy
72808,2016-07-07,900067000114802,adult,healthy
